instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-roust,claude-opus-4-8,claude-opus-4-8,1,0.24598625,227786,2249,227011,2234,0.24513625,0,0,0.0,775,15,0.00085,10,50.04,ok,False,True,,jobs_roust/results/opus-roust/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_roust/results/opus-roust/sdv-dev__SDV-2656
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.7017254999999999,773946,6913,772754,6896,0.7004484999999999,0,0,0.0,1192,17,0.001277,25,177.86,ok,False,True,,jobs_roust/results/opus-roust/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_roust/results/opus-roust/aws-cloudformation__cfn-lint-4236
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.15591349999999998,108913,1804,107661,1786,0.15457149999999997,0,0,0.0,1252,18,0.001342,5,32.69,ok,False,True,,jobs_roust/results/opus-roust/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_roust/results/opus-roust/ipython__ipython-14970
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-roust,claude-opus-4-8,claude-opus-4-8,0,2.6266502500000004,3380566,21674,3379564,21659,2.6255732500000004,0,0,0.0,1002,15,0.001077,60,633.83,ok,False,True,,jobs_roust/results/opus-roust/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_roust/results/opus-roust/sissbruecker__linkding-1175
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.7371722500000002,722693,8551,720291,8531,0.7346702500000002,0,0,0.0,2402,20,0.002502,22,170.01,ok,False,True,,jobs_roust/results/opus-roust/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_roust/results/opus-roust/octodns__octodns-1298
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-roust,claude-opus-4-8,claude-opus-4-8,0,1.2004577500000002,1509053,8659,1507881,8636,1.1991707500000002,0,0,0.0,1172,23,0.0012870000000000002,37,197.79,ok,False,True,,jobs_roust/results/opus-roust/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_roust/results/opus-roust/authlib__authlib-802
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.18027699999999997,98607,1716,96838,1699,0.17842299999999997,0,0,0.0,1769,17,0.001854,4,37.47,ok,False,True,,jobs_roust/results/opus-roust/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_roust/results/opus-roust/ipython__ipython-14969
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-roust,claude-opus-4-8,claude-opus-4-8,0,1.39762625,1391114,15687,1389459,15667,1.3958712500000001,0,0,0.0,1655,20,0.001755,31,340.29,ok,False,True,,jobs_roust/results/opus-roust/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_roust/results/opus-roust/spesmilo__electrum-10172
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.1785185,114081,1941,113219,1923,0.1775665,0,0,0.0,862,18,0.000952,5,38.32,ok,False,True,,jobs_roust/results/opus-roust/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_roust/results/opus-roust/Archmonger__django-dbbackup-631
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.792701,784956,5310,784137,5293,0.791797,0,0,0.0,819,17,0.000904,16,107.84,ok,False,True,,jobs_roust/results/opus-roust/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_roust/results/opus-roust/pgmpy__pgmpy-2314
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-roust,claude-opus-4-8,claude-opus-4-8,0,0.12310275,82967,1262,82046,1243,0.12208675,0,0,0.0,921,19,0.001016,4,29.1,ok,False,True,,jobs_roust/results/opus-roust/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_roust/results/opus-roust/authlib__authlib-800
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-roust,claude-opus-4-8,claude-opus-4-8,1,0.49969025,521068,4318,520358,4299,0.49888525,0,0,0.0,710,19,0.000805,18,86.61,ok,False,True,,jobs_roust/results/opus-roust/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_roust/results/opus-roust/Archmonger__django-dbbackup-626
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-roust,claude-opus-4-8,claude-opus-4-8,1,0.5469345,422811,4600,406244,4582,0.5302775,0,0,0.0,16567,18,0.016656999999999998,9,98.55,ok,False,True,,jobs_roust/results/opus-roust/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_roust/results/opus-roust/llamastack__llama-stack-3224
