instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
sdv-dev__SDV-2658,sdv-dev/SDV,2025-08-27 19:48:19,opus-budget,claude-opus-4-8,claude-opus-4-8,1,0.5329205,470505,6876,469343,6856,0.5316585,0,0,0.0,1162,20,0.001262,16,94.18,ok,False,True,,jobs_budget/results/opus-budget/sdv-dev__SDV-2658/eval/sdv-dev__SDV-2658/report.json,False,jobs_budget/results/opus-budget/sdv-dev__SDV-2658
stanfordnlp__dspy-8718,stanfordnlp/dspy,2025-08-27 06:46:30,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.14579675,94009,1166,92155,1150,0.14386275,0,0,0.0,1854,16,0.001934,4,20.94,ok,False,True,,jobs_budget/results/opus-budget/stanfordnlp__dspy-8718/eval/stanfordnlp__dspy-8718/report.json,False,jobs_budget/results/opus-budget/stanfordnlp__dspy-8718
sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-budget,claude-opus-4-8,claude-opus-4-8,1,0.14421749999999997,109779,1184,109004,1169,0.14336749999999998,0,0,0.0,775,15,0.00085,5,20.4,ok,False,True,,jobs_budget/results/opus-budget/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_budget/results/opus-budget/sdv-dev__SDV-2656
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.3785275,371467,3737,370275,3720,0.37725050000000004,0,0,0.0,1192,17,0.001277,14,86.6,ok,False,True,,jobs_budget/results/opus-budget/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_budget/results/opus-budget/aws-cloudformation__cfn-lint-4236
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.14997175,130190,1183,128938,1165,0.14862974999999998,0,0,0.0,1252,18,0.001342,6,23.09,ok,False,True,,jobs_budget/results/opus-budget/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_budget/results/opus-budget/ipython__ipython-14970
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.44367624999999994,389969,4963,388967,4948,0.44259924999999994,0,0,0.0,1002,15,0.001077,13,78.58,ok,False,True,,jobs_budget/results/opus-budget/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_budget/results/opus-budget/sissbruecker__linkding-1175
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.16868400000000003,123360,1261,120958,1241,0.16618200000000002,0,0,0.0,2402,20,0.002502,5,25.08,ok,False,True,,jobs_budget/results/opus-budget/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_budget/results/opus-budget/octodns__octodns-1298
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.356854,358245,2794,357073,2770,0.355562,0,0,0.0,1172,24,0.0012920000000000002,13,56.45,ok,False,True,,jobs_budget/results/opus-budget/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_budget/results/opus-budget/authlib__authlib-802
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.13811274999999998,92603,946,90834,929,0.13625874999999998,0,0,0.0,1769,17,0.001854,4,17.18,ok,False,True,,jobs_budget/results/opus-budget/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_budget/results/opus-budget/ipython__ipython-14969
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.35710749999999997,248120,4845,246465,4825,0.35535249999999996,0,0,0.0,1655,20,0.001755,9,75.28,ok,False,True,,jobs_budget/results/opus-budget/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_budget/results/opus-budget/spesmilo__electrum-10172
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.13151274999999998,68054,1337,67192,1319,0.13056074999999998,0,0,0.0,862,18,0.000952,3,21.52,ok,False,True,,jobs_budget/results/opus-budget/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_budget/results/opus-budget/Archmonger__django-dbbackup-631
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.16535124999999998,130162,1529,129343,1512,0.16444725,0,0,0.0,819,17,0.000904,6,26.42,ok,False,True,,jobs_budget/results/opus-budget/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_budget/results/opus-budget/pgmpy__pgmpy-2314
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.08814275,61835,500,60914,481,0.08712675,0,0,0.0,921,19,0.001016,3,13.11,ok,False,True,,jobs_budget/results/opus-budget/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_budget/results/opus-budget/authlib__authlib-800
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-budget,claude-opus-4-8,claude-opus-4-8,1,0.12047250000000001,104875,661,104165,642,0.11966750000000001,0,0,0.0,710,19,0.000805,5,18.9,ok,False,True,,jobs_budget/results/opus-budget/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_budget/results/opus-budget/Archmonger__django-dbbackup-626
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-budget,claude-opus-4-8,claude-opus-4-8,0,0.3784235,271921,2010,255354,1989,0.3617515,0,0,0.0,16567,21,0.016672,6,39.75,ok,False,True,,jobs_budget/results/opus-budget/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_budget/results/opus-budget/llamastack__llama-stack-3224
