instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.95474675,1050335,9951,1049143,9934,0.95346975,0,0,0.0,1192,17,0.001277,30,315.39,ok,False,True,,jobs_round4/results/opus-lint/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_round4/results/opus-lint/aws-cloudformation__cfn-lint-4236
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.2212328,202021,2585,65349,585,0.10073475,133297,1963,0.11693805,3375,37,0.0035600000000000002,7,12.06,ok,False,True,,jobs_round4/results/opus-diag/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_round4/results/opus-diag/ipython__ipython-14970
ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.14496275000000003,109023,1420,107771,1402,0.14362075000000002,0,0,0.0,1252,18,0.001342,5,24.63,ok,False,True,,jobs_round4/results/opus-lint/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_round4/results/opus-lint/ipython__ipython-14970
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.87425745,599793,15109,277009,4455,0.4058755,319699,10625,0.46515195,3085,29,0.0032300000000000002,11,66.87,ok,False,True,,jobs_round4/results/opus-diag/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_round4/results/opus-diag/sissbruecker__linkding-1175
sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.2965615,255487,3034,254485,3019,0.2954845,0,0,0.0,1002,15,0.001077,10,53.87,ok,False,True,,jobs_round4/results/opus-lint/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_round4/results/opus-lint/sissbruecker__linkding-1175
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.33216484999999996,314011,4172,74740,675,0.1301225,233537,3457,0.19610835,5734,40,0.005934,9,14.64,ok,False,True,,jobs_round4/results/opus-diag/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_round4/results/opus-diag/octodns__octodns-1298
octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.274866,207067,3141,204665,3121,0.272364,0,0,0.0,2402,20,0.002502,8,51.35,ok,False,True,,jobs_round4/results/opus-lint/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_round4/results/opus-lint/octodns__octodns-1298
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.34626409999999996,255903,2883,145089,1326,0.21885925,107450,1515,0.12383084999999999,3364,42,0.003574,8,22.24,ok,False,True,,jobs_round4/results/opus-diag/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_round4/results/opus-diag/authlib__authlib-802
authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-lint,claude-opus-4-8,claude-opus-4-8,0,1.08881875,1107074,13292,1105902,13276,1.08756675,0,0,0.0,1172,16,0.001252,29,214.41,ok,False,True,,jobs_round4/results/opus-lint/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_round4/results/opus-lint/authlib__authlib-802
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.22984815,176864,2055,67829,890,0.116211,104647,1130,0.10907415000000001,4388,35,0.004562999999999999,6,14.73,ok,False,True,,jobs_round4/results/opus-diag/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_round4/results/opus-diag/ipython__ipython-14969
ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.33691750000000004,260462,4584,258693,4567,0.3350635,0,0,0.0,1769,17,0.001854,10,82.18,ok,False,True,,jobs_round4/results/opus-lint/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_round4/results/opus-lint/ipython__ipython-14969
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.5866144,752410,8120,209863,2412,0.2540475,537848,5666,0.3276579,4699,42,0.004909,22,36.75,ok,False,True,,jobs_round4/results/opus-diag/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_round4/results/opus-diag/spesmilo__electrum-10172
spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.6848344999999999,338959,14477,337304,14456,0.6830744999999999,0,0,0.0,1655,21,0.00176,11,209.13,ok,False,True,,jobs_round4/results/opus-lint/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_round4/results/opus-lint/spesmilo__electrum-10172
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-diag,claude-opus-4-8,claude-haiku-4-5-20251001|claude-opus-4-8|claude-sonnet-5,0,0.388154,670669,7573,71071,361,0.112905,222005,3347,0.18042930000000001,377593,3865,0.0948197,26,10.2,ok,False,False,claude-haiku-4-5-20251001,jobs_round4/results/opus-diag/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_round4/results/opus-diag/Archmonger__django-dbbackup-631
Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.2886895,175181,4413,174319,4398,0.28775249999999997,0,0,0.0,862,15,0.000937,7,64.65,ok,False,True,,jobs_round4/results/opus-lint/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_round4/results/opus-lint/Archmonger__django-dbbackup-631
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.26997425,316698,2876,66206,400,0.099509,247837,2446,0.16766025,2655,30,0.002805,10,9.74,ok,False,True,,jobs_round4/results/opus-diag/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_round4/results/opus-diag/pgmpy__pgmpy-2314
pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.29227600000000004,114977,1434,114158,1417,0.291372,0,0,0.0,819,17,0.000904,3,23.8,ok,False,True,,jobs_round4/results/opus-lint/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_round4/results/opus-lint/pgmpy__pgmpy-2314
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.2030775,197312,2229,64115,346,0.09077974999999999,130332,1845,0.10924275,2865,38,0.0030550000000000004,7,10.26,ok,False,True,,jobs_round4/results/opus-diag/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_round4/results/opus-diag/authlib__authlib-800
authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.1577265,149376,1136,148455,1118,0.15671549999999998,0,0,0.0,921,18,0.001011,7,26.31,ok,False,True,,jobs_round4/results/opus-lint/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_round4/results/opus-lint/authlib__authlib-800
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,1,0.20470665,198767,1873,64693,317,0.09317324999999999,131839,1517,0.10910339999999999,2235,39,0.00243,7,9.29,ok,False,True,,jobs_round4/results/opus-diag/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_round4/results/opus-diag/Archmonger__django-dbbackup-626
Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-lint,claude-opus-4-8,claude-opus-4-8,1,0.20947225000000003,200627,1770,199917,1751,0.20866725000000003,0,0,0.0,710,19,0.000805,9,31.98,ok,False,True,,jobs_round4/results/opus-lint/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_round4/results/opus-lint/Archmonger__django-dbbackup-626
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-diag,claude-opus-4-8,claude-opus-4-8|claude-sonnet-5,0,0.62293325,603352,5010,129950,896,0.26776,439360,4075,0.32093625000000003,34042,39,0.034237000000000004,11,15.46,ok,False,True,,jobs_round4/results/opus-diag/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_round4/results/opus-diag/llamastack__llama-stack-3224
llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-lint,claude-opus-4-8,claude-opus-4-8,0,0.8066465,524709,11086,508142,11066,0.7899795000000001,0,0,0.0,16567,20,0.016666999999999998,10,166.09,ok,False,True,,jobs_round4/results/opus-lint/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_round4/results/opus-lint/llamastack__llama-stack-3224
